name,display_name,image,parent_id,sort_index
george-washington,george-washington,https://images.unsplash.com/photo-1591621840272-1f3a05b0c188?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
basic-income,basic-income,https://images.unsplash.com/photo-1585472989460-5c46c3a21751?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
david-halberstam,david-halberstam,https://images.unsplash.com/photo-1526324502790-ad8c7c6076df?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
radio-waves,radio-waves,https://images.unsplash.com/photo-1534518009634-c05d08f02867?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
modernism,modernism,https://images.unsplash.com/photo-1529960977037-a254b52f99e4?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
dc-current,dc-current,https://images.unsplash.com/photo-1591622573220-70f578ba3da8?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
nations/afghanistan,nations/afghanistan,https://images.unsplash.com/photo-1508598126084-9dfccbb92cd5?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,nations
william-dalrymple,william-dalrymple,https://images.unsplash.com/photo-1576769040759-8e331a7db824?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
diplomacy,diplomacy,https://images.unsplash.com/photo-1593444285830-996c36463fe5?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
computational-fluid-dynamics,computational-fluid-dynamics,https://images.unsplash.com/photo-1531537571171-a707bf2683da?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
philosophy-of-science,philosophy-of-science,https://images.unsplash.com/photo-1593240637899-5fc06c754c2b?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,philosophy
humor,humor,https://images.unsplash.com/photo-1585168373682-c7e50adc2e55?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
caribbean,caribbean,https://images.unsplash.com/photo-1581778191198-c6c1bbf2c842?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
nations/southkorea,nations/southkorea,https://images.unsplash.com/photo-1565877933855-5b7780526f42?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
vintage-boy-series,vintage-boy-series,https://images.unsplash.com/photo-1596623329835-77436650c3cd?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
frans-de-waal,frans-de-waal,https://images.unsplash.com/photo-1580116821687-04f26cc783d1?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
tao-teh-ching,tao-teh-ching,https://images.unsplash.com/photo-1559897202-7fc939ce9db2?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
alfred-sloan,alfred-sloan,https://images.unsplash.com/photo-1580809776514-86087ad134f1?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
richard-hamming,richard-hamming,https://images.unsplash.com/photo-1542083131-d7a1cd58767c?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
web/canvas,web/canvas,https://images.unsplash.com/photo-1523221148239-9bcb08371eff?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
mars,mars,https://images.unsplash.com/photo-1568323993228-2e26982287a0?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
bliss,bliss,https://images.unsplash.com/photo-1595832752681-aa456b8d6456?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
corrosion,corrosion,https://images.unsplash.com/photo-1585366958730-159aa4001b3c?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
software-tools/jquery,software-tools/jquery,https://images.unsplash.com/photo-1591255880180-7d62da6dda53?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
software-tools/canvas,software-tools/canvas,https://images.unsplash.com/photo-1592374946121-53189a628b7f?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
lgbt,lgbt,https://images.unsplash.com/photo-1561688862-18158b0df99f?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
national-cash-register,national-cash-register,https://images.unsplash.com/photo-1464718208586-0eaab4c9dc12?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
england,england,https://images.unsplash.com/photo-1505125707323-aa4a3aeeeaf1?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
james-michener,james-michener,https://images.unsplash.com/photo-1523973740062-18e700e8da35?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
quantum-field-theory,quantum-field-theory,https://images.unsplash.com/photo-1533579263828-9f24d05acd87?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
barack-obama,barack-obama,https://images.unsplash.com/photo-1535902307019-63b3ca1577d0?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
iceland,iceland,https://images.unsplash.com/photo-1462476800155-4519adb2dcf6?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
air,air,https://images.unsplash.com/photo-1494089485674-58d629422074?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
donald-trump,donald-trump,https://images.unsplash.com/photo-1512402088551-0a0cc2983e80?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
finnish,finnish,https://images.unsplash.com/photo-1592656621948-bac37101cfb2?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
patagonia,patagonia,https://images.unsplash.com/photo-1551779382-e65b3ec856ef?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
psychedelics,psychedelics,https://images.unsplash.com/photo-1529059356407-0114ed24b913?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
human-behaviour,human-behaviour,https://images.unsplash.com/photo-1574465079184-2a12c7b56ed3?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
logistic-map,logistic-map,https://images.unsplash.com/photo-1576158130334-6b92e79390a5?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
consciousness,consciousness,https://images.unsplash.com/photo-1523681504355-8b4860f99a58?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
lucid-dreaming,lucid-dreaming,https://images.unsplash.com/photo-1524005170005-e79fd02ea059?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,psychology
david-myers,david-myers,https://images.unsplash.com/photo-1510025713173-e1c92b2038dd?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
edwards-deming,edwards-deming,https://images.unsplash.com/photo-1594578819255-a2027d18fd86?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
pedagogy,pedagogy,https://images.unsplash.com/flagged/photo-1570268852101-63d51b8f303f?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
software-tools/exchange,software-tools/exchange,https://images.unsplash.com/photo-1577072183238-03686d7da74e?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
intention,intention,https://images.unsplash.com/photo-1568855299581-f85a6e39cc87?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
tien-tzuo,tien-tzuo,https://images.unsplash.com/photo-1586516103445-1054198cd2c6?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
elyn-saks,elyn-saks,https://images.unsplash.com/photo-1514446945-952d86c3449b?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
carl-sagan-reading-list,carl-sagan-reading-list,https://images.unsplash.com/photo-1474366521946-c3d4b507abf2?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
morningstar,morningstar,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,
sf,sf,https://images.unsplash.com/photo-1533741281659-77e9cd028798?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
children-s-picture-books,children-s-picture-books,https://images.unsplash.com/photo-1591171746449-705f26febf15?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
vector-algebra,vector-algebra,https://images.unsplash.com/photo-1597008641621-cefdcf718025?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
generative-art,generative-art,https://images.unsplash.com/photo-1597248374161-426f0d6d2fc9?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
nonnewtonian-fluids,nonnewtonian-fluids,https://images.unsplash.com/photo-1588097199417-f96cf73b6b75?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
stroke,stroke,https://images.unsplash.com/photo-1532540983331-3260f8487880?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
microbes,microbes,https://images.unsplash.com/photo-1576835623830-1d79c72b0b68?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
martin-luther-king-jr,martin-luther-king-jr,https://images.unsplash.com/photo-1570492886075-77b6014064ab?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
chade-meng-tan,chade-meng-tan,https://images.unsplash.com/photo-1549218432-b2c69c2f309e?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
corporations,corporations,https://images.unsplash.com/photo-1590067910063-5a252a7c3c6e?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
infections,infections,https://images.unsplash.com/photo-1585540762103-f1ac82014f11?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
platforms,platforms,https://images.unsplash.com/photo-1517088510108-1f4e04f3e8fc?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
deception,deception,https://images.unsplash.com/photo-1439189811938-b6c30c9686fa?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
impact-investing,impact-investing,https://images.unsplash.com/photo-1591617870684-6e861e6a48ad?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
jennifer-kuchta,jennifer-kuchta,https://images.unsplash.com/photo-1524504211093-49fc246db7ed?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
motor,motor,https://images.unsplash.com/photo-1590873323438-775f995f53e2?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
graphic-novels,graphic-novels,https://images.unsplash.com/photo-1561616612-e2398d7ec6a8?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
nations/korea,nations/korea,https://images.unsplash.com/photo-1544580353-4a24b9074137?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
software-tools/dotnet,software-tools/dotnet,https://images.unsplash.com/photo-1577466928082-5d4680898ce7?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
home,home,https://images.unsplash.com/photo-1493150134366-cacb0bdc03fe?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
walt-disney,walt-disney,https://images.unsplash.com/photo-1597714311508-c081d81aa448?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
library,library,https://images.unsplash.com/photo-1594007737374-ab44d1374886?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
software-tools/dialogflow,software-tools/dialogflow,https://images.unsplash.com/photo-1586864387789-628af9feed72?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
mathematical-logic,mathematical-logic,https://images.unsplash.com/photo-1567939466634-a04995d14c87?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
crowdfunding,crowdfunding,https://images.unsplash.com/photo-1585166059782-f28143545183?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
gerald-bell,gerald-bell,https://images.unsplash.com/photo-1502359521992-f86fd62e12dd?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
typography,typography,https://images.unsplash.com/photo-1534796783745-977c2a883104?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
george-mumford,george-mumford,https://images.unsplash.com/photo-1591759220700-f791b2ea6db4?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
hospitality,hospitality,https://images.unsplash.com/photo-1469631423273-6995642a6a40?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
henry-kissinger,henry-kissinger,https://images.unsplash.com/photo-1577591592014-c176232bbbec?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
dental-photography,dental-photography,https://images.unsplash.com/photo-1590895178913-3d3472310a47?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
otolaryngology,otolaryngology,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,
coronavirus,coronavirus,https://images.unsplash.com/photo-1586362102368-7a82b8d2a28e?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,medicine
bill-capodagli,bill-capodagli,https://images.unsplash.com/photo-1506364736389-da3ab3150527?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
constitution,constitution,https://images.unsplash.com/photo-1453873012442-a18cac0f8b85?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
electronics,electronics,https://images.unsplash.com/photo-1565312088140-3e3c5d9fae4a?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
programming-languages/elixir,programming-languages/elixir,https://images.unsplash.com/photo-1531280518436-9f2cc0fff88a?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,programming-languages
distributed-programming,distributed-programming,https://images.unsplash.com/photo-1522252234503-e356532cafd5?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
solids,solids,https://images.unsplash.com/photo-1591378225552-f05480d3505f?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
richard-branson-suggests,richard-branson-suggests,https://images.unsplash.com/photo-1576896042305-c4f1ac41d90a?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
corruption,corruption,https://images.unsplash.com/photo-1519846484635-651f73f4aa2b?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
malcolm-gladwell,malcolm-gladwell,https://images.unsplash.com/photo-1525972385596-02ad3049150b?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
winston-churchill,winston-churchill,https://images.unsplash.com/photo-1515512463320-4314b66af1d5?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
supercomputers,supercomputers,https://images.unsplash.com/source-404?fit=crop&fm=jpg&h=800&q=60&w=1200,
technical-writing,technical-writing,https://images.unsplash.com/photo-1570913901232-e440173c0eaf?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,writing
diabetes,diabetes,https://images.unsplash.com/photo-1493770348161-369560ae357d?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
sadaharu-oh,sadaharu-oh,https://images.unsplash.com/photo-1586114659943-8ff32c5d686d?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
stanley-mcchrystal,stanley-mcchrystal,https://images.unsplash.com/photo-1559511050-f3c96602a685?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
equilibrium,equilibrium,https://images.unsplash.com/photo-1571070268731-225ca237fd45?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
alison-gopnik,alison-gopnik,https://images.unsplash.com/photo-1578145610529-20a76c2999f5?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
robert-price,robert-price,https://images.unsplash.com/photo-1566738673334-ecd9790b7e6d?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
programming-languages/netlogo,programming-languages/netlogo,https://images.unsplash.com/photo-1529321440961-39288681287f?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,programming-languages
international-labour-standards,international-labour-standards,https://images.unsplash.com/photo-1577044212693-efb9ec94bb04?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
john-doerr,john-doerr,https://images.unsplash.com/photo-1541876788-2221e585da7f?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
jack-ma,jack-ma,https://images.unsplash.com/photo-1592421972260-58575a63b022?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
just-couldn-t-finish,just-couldn-t-finish,https://images.unsplash.com/photo-1584313235264-8e0ea0470268?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
development,development,https://images.unsplash.com/photo-1584270460993-7e0bb12e1ca6?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
languages/frisian,languages/frisian,https://images.unsplash.com/photo-1544776193-352d25ca82cd?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
bookshelf-2,bookshelf-2,https://images.unsplash.com/photo-1534774592507-488885376ad3?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
tech-support,tech-support,https://images.unsplash.com/photo-1534882673463-e4781854e9b4?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
charles-d-ellis,charles-d-ellis,https://images.unsplash.com/photo-1593875460489-aa913d8a0fe2?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
software-tools/edx,software-tools/edx,https://images.unsplash.com/photo-1576539369072-7157f96c2b8e?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
nike,nike,https://images.unsplash.com/photo-1534266138341-64bfac44f8a1?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
nondestructive-testing,nondestructive-testing,https://images.unsplash.com/photo-1583912267410-423b923daf61?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
cass-sunstein,cass-sunstein,https://images.unsplash.com/photo-1587522353827-405d1d90fb25?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
john-mcphee,john-mcphee,https://images.unsplash.com/photo-1597373285540-1f769c2810db?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
matthew-frederick,matthew-frederick,https://images.unsplash.com/photo-1551732943-353e8c6ae902?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=300&ixid=eyJhcHBfaWQiOjF9&ixlib=rb-1.2.1&q=80&w=400,
